score;content
3;Aplikasinya bagus, sangat mudah digunakan, praktis & simple, namun mengecewakan karena SELALU TIDAK DAPAT BERFUNGSI dg BAIK, katanya BUY 1 GET 1, NYATANYA TETAP HARUS MEMBAYAR FULL AKIBAT KUOTA yg SANGAT-SANGAT TERBATAS!
5;Kenapa selalu pembaharuan sih jadi susah kalau mau nntn dah pesan tiket eh sekali mau buka pembaharuan lagi . Cukup terakhir deh pakay nya
5;Aplikasi ini sangat bermanfaat sekali, mudah untuk memesan tiket dan tidak pakai mengantri lagi, oiya jangan lupa pakai kode VBR633 nanti kalian akan dapat voucher Rp.25.000 ya guys jgn lupa
1;Sangat mengecewakan!, promo tix ID ga guna. Percuma ada promo, tp tdk bisa diakses, server selalu down perbaiki bung. Tolong dengarkan admin tix ID. Perbaiki apk/server nya sebelum mengadakan promo!!!. Sangat buruk.
2;Awal pake tix ID Bagus, eh Makin Kesini dikit2 upgrade mulu lah, trus promo nya masa 5 mnt Udah sold out. Dulu gak gini2 amat dah. Mnding gausah Ada promo deh. Kalo kayak gini terus Jadi males pake tix
4;Terlalu sering minta pembaruan dan suka lama loadingnya kalau lagi ada promo..giliran bisa masuk suka di refund dan ujungnya promonya sdh habis...cuma bikin kecewa sja 😠😡
3;Buat orang orang yang males antri aplikasi ini ngebantu banget tapi tiap kali ada promo buy one get on selalu servernya error kalo emang ganiat bikin promo gausah diadain sekalian soalnya tiap ada promo bikin kesel mulu karna server yang error
2;Kebiasaan nih, selalu kalo ada promo pasti gk bisa, alasannya ada kendala terus, servernya gimana sih nih? Awal2 sebelum byk pengguna tix.id masih bisa lancar2 aja pas promo, tp skrng2 kok jd nyebelin yak.. saya pengguna lama merasa kecawa. Kenyataannya kayak PHP doang !! Kalo gak niat kasi promo mending gak usah deh.
1;Semakin kacau. Semakin error. Dana selalu dikembalikan dengan alasan sistem error.. Untuk promo jg semakin ga jelas waktunya dan sering error.
1;Knp tix id klw ada promo 1 gratis 1 proses pembayarannya lama comment lg diproses untuk kursinya. Mending klw berhasil transaksinya,ini gagal saldo sudah terpotong. Pas mau pesen lg kuota sudah habis. Kenapa selalu seperti ini ya......
1;Tix id ini aplikasi yang bodoh banget 3 kali dikecewakan tix id dana sudah terpotong tunggu tiket terbit tiba2 dibatalkan. bodoh banget aplikasi ini kalau ga siap untuk kerja maksimal mending ga usah ada aplikasi ini bodoh banget.. contact center susah dihubungi telepon ga diangkat email ga dibalas cepat bangkrut sudah..
5;Ye ye ye, akhirnya ada aplikasi buat nnton, tpi banyak promonya hehhe.... Mantull... Bneran, tau banget kondisi kantong, haha lumayan bisa nonton bareng2...
5;Sejauh ini masih bagus,, meskipun tidak pernah dpt promo tapi setidaknya apk ini membantu beli tiket tanpa harus ke loket, hitung2 tanpa ribet antri
3;sudah mulai agak kecewa, setiap kali ada promo pasti server nya down dan bisa melakukan transaksi. udah berapa kali saldo terpotong tapi etiket nya ga muncul, yaa walaupun saldony balik lg dlm waktu 12jam tp itu cukup lama buat ngebalikin saldo. mohon dalam diperbaiki lagi servernya dan disiapkan dlu matang2 klo pengen ngelakuin promo
4;Pas pertama saya pengen kasih bintang 5.tapi kesiai sini.malah jadi jelek.karna penerbitan e tiketnya lambat sekali.malah saya pernah beli tiket dari jam 10 pagi sampai jam 3 blom ada.mohon d peebaiki
3;Over all keren sih, cm agak greget aja nunggunya lama. Lola dan kadang ga sinkron antra kursi yg sudah terjual dgn yg kosong. Mohon untuk perbaiki lagi agar pengguna lebih puas dgn aplikasi ini. Thanks
1;"Aplikasi apaan, telat update.. diaplikasi tertera bahwa bangku tersedia, sedangkan ketika saya pesan bangkunya.. uang saya selalu direfund dengan notifikasi berisi ""bangku tidak tersedia"" coba itu dibenahin lagi lah."
3;Sistem suka bermasalah,tolong diperhatikan lebih baik,karena saat saya mau pesan tiket,sistem bermasalah,jadi ngk bisa beli
1;Haii bedebah...sebelom gw topup masih bisa cek kursi...gw udh top up sistem error...mau nya apa coba... aplikasi sialan..nyesel gw download nya..
1;tix id tolong dengerin tu komplain para pengguna setiap promo 1 gratis 1 selalu error saya pakai aplikasi ini bukan krena banyak gratisnya tapi krena biaya admin lebih murah,tolong di perbaiki komplain paran pengguna itu...
2;Sangat berguna.tapi kadaang kasi promosi pas mao beli susah masuk mendingan kita nampak habis kuota.ini cuman nampak kursi tidak tersedia,kayak macam ga ikhlas aja .KECEWA pokoknya .
1;Aplikasi ini hebat sekali. Sewaktu jam promo tiba2 semua kursi tidak tersedia! Terima kasih TIX id sudah mensejahterakan bioskop nasional :)
1;Tix id makin lama makin gx jelas goblok.. giliran mau beli by1 get 1 selalu pin dana salah. Padahal pin dana nya benar. Tolong di perbaiki .. telpon ke cs juga tdk bisa !!!
1;Dulu saya slalu mesan tiket tix id, tpi ko makin lama makin ngeselin ni aplikasi, saya udah top up buat nonton, eh malah ga bisa di pesan tiket nya, kan ngeselin la, rugi saya, beli tiket di studio nya aja deh, ga guna lagi ni app
3;parah dikit dikit update, padahal blm lama update udah disuruh update lagi. at least gaperlu ngantri lagi sih, tinggal scan barcode langsung keluar tiketnya. tp tolong dong jangan dikit-dikit suruh update mulu:(
3;Kurang suka sama apknya yg sering banget trouble, mau pesen tiket dan ngejar promo aja susah bgt. Mau uninstal nanti kalo masih trouble.an
1;Sudah pesan tiket dan sudah selesai transaksi saldo sudah di ambil tapi malah tiket tidak ada , liat dari hp lain di aplikasi malah kursi yg di pesan udah ada yg pesan , penipu aplikasi ini
5;good apps, dibanding apps sebelah BMS. mudah cari film, proses pembayaran mudah. nanti tgl di tukar di mtix jd gaperlu antri. tq
5;Aplikasi ini sering error, udah pesan tiket, ehh pas udah dekat jam tayang film malah saat mau print tiket kode booking salah.. Di konfirmasi ke tix id, solusi nya cuma refund uang.
1;Update terus tix bru kmren 19 nov diupdate, sebulan 2/3 x hrus diupdate.. Klo ga diupdate g bisa dibukaaa😤😒😒 Liat ulasan yg pd kecewa kok saya jd takut mao mesen tiket di tix takut ga keluar tiket nya / atau bangkuy udh ada orgnya.. Tix diawal doank bagus nya.skrg dh ga jelas
5;"Bagus aplikasinya, sangat membantu dan ndak ribet antri serta banyak promo hehe.. tapi saya pernah mencoba top up di alfamart ndak bisa karna pegawai alfamart nya ndak tau cara nge top up nya padahal sudah saya lihatkan langkah"" top up melalui alfamart di aplikasi.. mohon bantuannya.. thanks"
4;Suka bgt sih bagus aplikasi nya udh sering beli tiket dan banyak promo nya tapi kalo bisa kurangin upgrade nya masa tiap bulan harus di upgrade
2;Saya kecewa dengan aplikasi tix id, alasannya sewajarnya ada perbaruan fitur dalam aplikasi membuatnya lebih baik justru sebaliknya pada pembaruan aplikasi tix id jadi semakin menurun kualitasnya promo buy get one yg tdk bisa di gunakan, belum lagi masih banyak kursi tapi sudah terjual lah. Padahal aplikasi yg dulu sangat bagus dibanding setelah ada perubahan. Terlalu sering pembaharuan dilakukan menurunkan kualitas aplikasi.
3;Bagus tix id biar ga antri. Cuma semenjak pake DANA jadi nambah biaya 2.500 .meski 2.500 juga mayan buat genepin saldo. Kalo kebetulan nonton di mall yg bioskopnya agak mahal tiketnya terus saldo pas2an buat tiketnya gara2 DANA jadi kurang. Padahal dulu ga gitu. Jadi mikir enakan antri lah..
3;Gilak, sepanjang scroll kebawah, ulasannya negatif semua. Terutama masalah erorr pas promo & gagal refound saldo, semoga cepat di perbaiki agar pengguna tdk kecewa
1;Tolong dong akun dananya udh dipersulit lagi nih... Kami sudah isi saldo tp pas udh step terakhir pembayaran gagal cuma gara gara kode otp... Sekarang itu kartu orang sering gonta ganti jadi tolong akun dana ada fitur ubah nomor telpon dong atau jangan pake pin segala biar ga repot. Jadi tidak mempersulit pengguna tix id..... TOLONG SEGERA DI ATASI YA MINTA PIN KEK... GA USAH MINTA OTP MULU SIALAN
2;hallo tix ko aneh ya, tiap buka nyuruh update, promo rabu jam 1 ditungguin tiba2 tiket habis kan lucu, tiadakan aja promonya biar orng2 gak php juga, pisen tiket buat hari esok aja gak bisa, lah tix ini sebenrnya aplikasi apa? txs
2;Saya lupa pin terus suruh nelpon customer servicenya, pas di telpon taunya ga bisa no tidak valid, padahal udah topup jadi sayang dananya, kalo bisa dipermudahlah masalah ganti pin
1;Sia sia ada promo buy 1 get 1. Tapi gk bisa dipakai. Padahal udh nunggu sejam sebelum promo dimulai biar dapet tempat duduk. Tapi malah server down. Loading lama banget dan ternyata pas bayar langsung ada pemberitahuan pembatalan. Dasar aneh gk guna sama sekali.
1;Sangat mengecewakan dan merugikan.. tolong di hapus atau blokir saja aplikasi ini, saya beli tiket, uang sudah saya transfer tapi belum dapet tiketnya, jadinya uang saya hilang, di komplain gak ada jawaban, tolong pertanggung jawabannya...
1;Aplikasi main2, ada promo tapi server down ga bisa masuk, giliran masuk terus gunain voucher e-ticket malah tidak ada terus di refund, giliran di refund VOUCHER SAYA TIDAK DIKEMBALIKAN, dan CALL CENTER TIDAK BISA DIHUBUNGI PADAHAL SUDAH BEBERAPA KALI TELFON TAPI TETAP TIDAK ADA YANG MELAYANI
5;Pernah beli tiket saldonya udah kepotong tapi tiketnya gak ada. Untung yg di XXI gak masalahin. Mohon diperhatikan lagi supaya tidak terjadi seperti itu. Thx
1;Aplikasi anjing awalnya aja lancar, udah isi saldo di dana mau book malah error. Gausah sok sok bikin promo kalo gak sanggup boss !! ilangin aja promo nya skalian !! Takut ga laku tapi nipu ?! Segala jaringan di hp error ga bisa akses apa pun, tiba promo udh abis jaringan hp lancar jaya lg. Sampah
2;Suami saya barusan tlp.. Kita mw pesan tiket kan ada jam mulai nya.. Idh disiapin top up nya.. Pas jam promo mulai dibuka.. Mencoba pesan gak bisa bisa... Lumayan lama ngulang dan nunggu nya, pas sampai pada akhirnya bisa... Eh kouta promnya malah habis.. Gak jd nonton dh.. Padahal lumayan disaat saat tgl sperti ini jika tix id bisa membantu.. Eh ternyata tidak... Hapus aja dah aplkasinya.. Perdana mulai malah PHP
5;Sangat kecewa, saldo terpotong tapi tidak ada tiket dan saldo saya hilang kemana? Jahat banget. Ini permainan saja kali ya di suruh nunggu jam 13.00 setelah jam nya datang eh eror dan saldo sukses terpotong tapi tidak ada tiket, tolong dikembalikan yaa uang uang nya, kalo emang gamau ada promo ya udah gausah dibuat bilang ada promo atau apalah, kecewa
1;Kalo mau ngasih promo yang beneran dong. Udh tunggu jamnya sesuai pemberitahuan.. Tiba tiba loading terus kalo nggak gitu kursi tidak tersedia. Klo gak gitu transaksi dibatalkan.. Udh sering deh gw kayak gini. Kalo memang gak niat kasih promo mending gak usah kasih promo.. Bikin kecewa aja !!!!!
1;Sekarang setiap kali ada promosi pasti error , dan juga kalau udah bookking dan mau di proses lebih lanjut malah kuota promonya sudah habis . Nda seperti awalnya yg bagus saat booking tiket lancar gk kaya sekarang eror mulu . KECEWA
1;Gue bener bener kecewa awalnya saya baca komen gapercaya akhirnya ngerasaiin juga pesen tiket saldo terpotong tapi tiketnya ga ada, dan tlp ke customer servicenya gabisa diemail belom ada tanggapannya juga.
1;Sangat dengan terpaksa, yg dari bintang lima ke satu, udh ga bs lagi pakek buy 1 get 1.. Masa, 15 menit lebih, error mulu. Klo gitu nonton di cgv aja..
1;Tix id sangat tidak berguna. Sebelum jam habis tiket tidak bisa lg dipesan dan lagi sekarang waktu terbatas, pikir dong waktu stengah jam yg mau pesan banyak orang ya pasti lelet lah, klo mau kasih diskon jangan pelit. Gratis nya cuman sehari doang!
3;Saya ikut promo buy 1 get 1 gagal, padahal sebelumnya transfer berhasil, sudah masuk sampai ke akun dana, tiba di refund karena transaksi gagal. Cob lagi ternyata promo sudah habis...ya nasib
1;Dlu ny aj baru pelayanan baik Kok makin lama makin Burukk suka nge Heng error jdwal tdk tersedia sdh pas mau masuk eh tiba2 error lg tdk trsedia pmbyran ! Pernh jg sdh psan dkt2 jam tayang di refund gk jelas ! Tolong di perbaikin sistem plyanannya biar pelanggan senang
1;MENGECEWAKAN.....!!!! klo memang gak niat promo gak usah lah pake buy 1 get 1, sister error, apa bedanya sama M-tix, gak usah pake promo yg menjanjiin biar org unduh aplikasi ini, mending pake M-Tix ajalah, ⭐️1 buat tix id 👎
2;Tolongg yaa kalo lagi promo jangan kebanyakan error udah ditungguin eh malah gak dapet kan ngeselin, udah pesen tmpt duduk udah dibayar malah di cancel.
3;semakin tidak jelas tix id. sering terjadi eror ketika melakukan pembayaran, apa lagi yang bersangkutan dengan promonya buat masuk aja susah, apa lagi melakukan pembayaran. tau-tau suadah habis promonya
1;Pertama Tama aplikasi nya bagus, tapi pas lagi ada promo jadi super lemot. Kalo takut rugi jangan diadakan tuh promo dasar aplikasi cacat
1;Sumpah jelek banget nih aplikasi. Udah mesan tiket malah lelet. Udah ditunggui promonya malah habis. Lebih nih aplikasi dihapus aja deh, sumpah jelek
1;Akhir.akhir ini apk kaya bgst, tiap mau beli promo server error, di refresh malah tiba.tiba promo abis.. down vote ajalah, kecewa bung lamalama di uninstall juga dah
2;Jelek. Oang udah nungguin jam 1 buat by one get one. Pas udh jam 1 malah gak bisa order gagal terus. Giliran bisa br setengah jam udh abis promonya. Bad!
5;Sangat Tidak Bagus.. ketika jam promo.., sistem Error,.... Kalau TID ID tidak bisa menampung Cs beli promo. Lebih baik jangan promo.. Terima kasih
1;Dibilang nya kursi nya sdh habis lalu uang saya di return, pas sdh dicek lagi kursi nya masih ada, sdh itu aplikasi nya ngelag kalau hari rabu, kalau ngga siap banyak yg pesan mending ga usah bikin aplikasi deh, cacat amat org it nya
1;Baru buka promo beli satu gratis satu,25 menit kemudian kuota habis!!! Aplikasi lemot banget!!! Kayak ngak iklas kasih promo!!!payah!!!
1;"Harusnya sih kalo emang di adain promo jangan situsnya bermasalah gitu:"") Soalnya dah tinggal lanjutkan malah ngga bisa..Di banyakin lagi kuota promonga"
2;Promo Beli 1 gratis 1. Di jam 1 baru muli. Pas udh jam 1. Cuma bisa liatin loading sampe 30menit. Gangguan lah apa lah. Tiba2 tiket habis.. . Servernya gw kira meledak. Saking banyak yg akses
1;Aplikasi apaan ini?? Setiap kali ada promo pasti error, kalau udah booking dan mau di proses lebih lanjut malah kuota promonya sudah habis. Nyesel gue download aplikasinya, nda seperti awalnya yang bagus saat booking tiket. Mendingan kembali ke m-tix ajah deh, kan sama ajah.
1;Aplikasi sangat menyebalkan, buy 1 get 1 tiap hari rabu selalu lemot luar biasa!! Gak bisa digunakan.
5;selalu loadingnya lama, pas mau pesen gabisa terus. dan alhasil tiket udah abis. tempat duduk penuh okedah
3;Saya Selalu beli tiket Nonton di Tix ID namun Saat ada Promo Buy 1 get 1 server selalu bermasalah, dengan Keterangan Coba Beberapa saat lagi, dan Saat buka App kembali promo sudah Kehabisan, entah apa Maksudnya. yang pasti buat Sekarang Tix ID selalu banyak gangguan nya. mohon Maaf saya Rasa Kurang Puas terimakasih
3;Bagus sih aplikasinya. Cuma kadang kalo mau dapetin tiket promo (misal bogo pas hari rabu) atau mmg asa tiket promo film baru, ini aplikasi katro banget. Dibuka gak bisa. Padahal inet lancar. Daripada keluarin biaya banyak buat iklan, mending benerin dulu servernya!!
1;Aplikasi apaan setiap ada promo gak bisa di buka..loading lamaa.. Udah nunggu lama lama tapi hasilnya nol. Kurang memuaskan unistal aja
1;udah males pakenya. masa pas ada promo buy 1 get 1 aplikasi nya langsung error.. eh jelang 3 menit kemudian promo udah abis. sama aja nipu dong promonya.. maaf ya aku uninstall deh!
2;Benahi applikasi nya pada saat promo aplikasi tidak berfungsi dengan baik.. Pemakai kesulitan mengakses aplikasi pada jam promo..
1;Kok makin lama makin aneh ya tix.id , tiap ada promo malah seolah jaringan yang eror. Ga mau memuat jadwal kursi kosong
3;Aplikasi nya bagus untuk saya yg hobi nonton flim gak perlu antri tapi kenapa sering banget eror yaa kesalahan mengambilan data dan lajn2 tolong lebih ditingkat kan aja kinerja nyaa
1;nyesel pernah kasih nilai bintang 5 setelah berkali kali di coba untuk promo selalu bermasalah, mending juga buat yg laen dah.
1;Giliran promo buy 1 get 1 langsung deh aplikasi nya gak jalan,, sebelum muncul promo lancar jaya.. Klo gtu mending gk usah ada promo lagi. 👎👎👎👎👎
1;Apaanlah makin gak bener aplikasi selalu di perbarui ke versi baru uda di update lagi cuma sehari doang besoknya update ke versi baru lagi,gilak ni emang tiap hari perbaharui menu di dalam bisa terbang2 kali ya waah aneh 👎
4;Bagus dan asyik siih aplikasi nya, sering ada promo tapi sering error aplikasi nya dan kadang tiba-tiba ngebatalin sendiri gitu tiket yg sudah kita pesan
2;TIX mesti di update terus blm ada sebulan udh harus 2 atau 3x update, klo ga di upgrade ga bisa di BUKA.. pdhal aplikasinya membantu bgt tp tolong donk jgn keseringan mesti diupdate.
3;Apps ini sangat membantu sih, dan sejauh ini lancar dan bagus. Tpi kenapa sangat banyak sesi update? Padahal tidak ada perubahan yg signifikan dari satu versi ke yg lain
3;Waktubiu aku ada voucwr sekitar 50.000 tapi pada saat aku mau gunain voucernya ko gak bisa ? Padahal pas versi lama aku bisa gunainnya ... jadi kecewa dehhh
3;Semoga aplikasi dibuat lbh mudah dan tidak sering error,dan tolong ya kalo lg mau buka apl pas lg mau scan selalu harus update, yakali cuma mau scan barcode harus nunggu update, trs jg sering bgt update..
3;Udah brapa kaliiii beli ditix id yg buy one get one , dan pada awalnya normal dan seterusnya sampai hari ini setiap mesen yg buy one get one selalu dibatalkan padahal transaksi sudah sukses tinggal nunggu kode bokingan, sudah ditunggu sampai kurang dari sejam lebih jam tayang filmnya udh ngehub customer servicenya dan tiba2 direfund dan dibatalkan 15mnit sebelum mulai , dan posisi itu saya sudah dateng ke studionya , dan pada hari2 selanjutnya saya mesen lagi yg buy one get one masih menguji karena penasaran dan bner ternyata sepeeti itu lagi tetapi beda nya ini tidak sampai saya tunggu lama sekitar set jam.an gak dikirim langsung lapor dan pemesanan dibatalkan dan belum direfund , yg ke 2 ini yg saya ceritakan menggunakan perangkat hp yg lain. Jadi mnurut saya jangan seperti ini, jangan seenaknya saja, dst.
1;Tiap masuk malah minta update terus padahal udah di update tapi gak bisa bisa masuk apk. Buat beli tiket juga prosesnya susah sering gagal. Padahal sebelumnya aman-aman saja. Tolong diperbaiki sistemnya. Terimakasih
3;Dulu TIX ID ini sangat membantu utk membeli ticket tanpa repot, tapi sekarang sangat menjengkelkan, ternyata dibatasi dg kuota yg sangat sedikit, sebentar saja kuota sudah habis & tidak kebagian Buy 1 Get 1, sehingga skr lebih banyak dapat Ticket Buy 1 Get 1 melalui Aplikasi TC**H nonton di CGV. TIX ID terkesan belum siap & tidak membatasi buy 1 get 1 hanya berlaku utk tayangan siang jam 12.00 sampai jam 18.00 misalnya. Sayang sekali, pdhl XXI dekat rumah.
2;Mohon kinerjanya diperbaiki lagi, kalau mengadakan promo ya pastikan seluruh admin stand by, bukannya promo dibuka aplikasi langsung error. Mana selalu ada transaksi gagal saktu di bioskop pdahal saldo dana sudah terpotong. Jangan sedikit-sedikit update dong kan lama-lama bosen juga. Tiap buka selalu suruh update.
5;Secara keseluruhan udah ok sih, cuma perlu peningkatan fitur² minor aja dan perbaikan layanan terutama kalau ada promo besar biar nggak mendadak direfund :p
4;Awalanya suka banget dengan app ini karena bisa nonton yang sangat hemat. Tapi kok kelamaan malah bagikan kode untuk dapat vouchers malah ilang. Sama aja la berarti dengan tanpa app ini kalau tidak ada vouchers. Tolong min voucher2nya di tingkatkan lagi .. Terimakasih
4;Dear tix.id kadang kadang suka reload terus kalo buka aplikasinya, padahal udh naik versi. Semoga bisa diperbaiki kedepannya.
5;Aplikasinya baguss tanpa harus ngantri panjang waktu wekeend.. Dan tolong lebih banyak cover bioskop lagi seperti cgv dan kota cinema mall yg di bojong kulur biar bisa mesen disini.. Thx
4;Aplikasi yg gag stabil kasih promo gag jelas sampe orang kesel. Katanya lebih mudah mana? Bgini pelayanannya? Sumpah ini gagal banget jadi aplikasi nyesel download!!!!!!
5;mantap gannn..kerjasama hanya dengan bank BCA ya..kalo bisa bekerja sama sengan bank lainnya..jadi customer lebih mudah..untuk top up saldonya..karena sangat membantu banyak kemudahan..diskon tiket dan bebas antri
3;Suka si pake tix gak perlu ngantri lama buat nonton. Tpi kesal karena jarang kebagian promo nya. Trus ini aplikasi mesti di update terus . Klo gak diupdate gak bisa kepake
1;Promo , berhasil pas langsung transaksi di jam 10.00 , tapi kode booking ga keluar2 , eh tiba2 ada pesan transaksi gagal , sue , tapi gitu ga sa ada promo , bohong bgt skg
1;"Pilih kursi yang kanan kiri nya kosong gabisa :( padahal pengen duduk disitu. Bagusan kayak yang awal"" dulu apk nya :("
1;Untuk aplikasi tix id. Tolong jangan keseringan di update, setiap saya mau liat jadwal nonton bioskop selalu aja harus update dulu..
1;Kenapa saya ga bisa buka aplikasinya padahal baru download tp tulisannya suruh update, sedangkan baru download pasti terbaru jadinya malah bolak balik doang tetep gabisa buka
5;Sangaaat sangaaat puas dengan aplikasi inii... membantu untuk beli tiket tanpa antri lgsg ke bioskop.. apa lagii kalo ada promo.. 1 gratis 1.. trs yg 11 rupiah.. alhamdulillah dapet trs... terimakasih tix.id
1;Aplikasi terlalu sering diperbarui versinya kadang hanya bbrp hari sdh hrs update. Sebulan bisa 4 atau 5 kali update. Membuat memori di hp saya jadi srg error. Mohon pihak TIX memperbaiki aplikasinya. Terima kasih
5;Memberikan kesan pertama tanpa ada potongan sehingga melupakan aplikasi yang sudah lama di gunakan yang memberikan potong 5ribu/transaksi
2;Setiap pesan tiket gak pernah lagi buy one get one, walupun pesannya cepat jam 10.30. Pengen dihapus aj
1;"Ketika saya buka, ada tulisan ""versi baru tersedia"", dan hanya ada tombol OK, yang langsung diarahkan ke Play Store. Tapi, di Play Store tidak ada tombol update, hanya ada buka, lalu appnya gabisa dipake. Gimana itu coba..."
5;Aplikasinya bagus, hanya saja apalgi banyak pemesanan agak ngeblank hehe tapi saya beneran suka sering dapat discount dan kemaren weekend cuma bayar 20 ribu dapat 2 tiket loh thnaks tix id kalo bisa ada hadiah dobg karena terlaku sering pesan di apk
5;Awal sih baca ulasannya dulu, agak ngeri ngeri gimans gitu tp tetep nyoba juga karna belum ngerasa gagal finally dicoba juga, bisa kook dan ga ada masalah. User yg ga ngerti atau gimana yaah yg make apk dengan ulasan jelek gitu???
4;Sangat bagus karena lebih memudahkan bagi para pencinta film, untuk dapat promo dan ulasan trailer film untuk referensi. Thanks
3;Awalnya sih oke, tp semakin kesini kualitasnya makin jelek, khususnya dalam hal transaksi..klopun mau kasi promo, ga pernah niat..jd banyak yg gagal..sy makin yakin akan menghapus tix di aplikasi android saya
3;Awal awalnya bagus banget dan sangat merasa terbantu tetapi makin lama makin ribet dan promonya terkadang tidak muncul jadi seakan PHP
1;Awalnya aja enak makin lama makin aneh aplikasinya. Suka eror sndri. Trs promonya bntr. Gak usab ada promo klu mw dibalikin lagi tiketnya.. 😑
5;Love this app so much!!! Mudah banget transaksinya. Tanpa perlu ngantri tinggal scan kode barkode. Promonya juga lumayan❤
1;Awalnya sih waktu make aplikasi nyenengin, gitu di akhir2 nyusahin malah tiap transaksi GAGAL terus. Mau hapus saldo msh banyak. Mau dipake malah ga bisa. Kan bingung.
1;Baru download tp ga bisa buka katanya di suruh update via Playstore (Update apaan gua baru download) buka playstorepun ga ada menu update yg ada menu hapus sama manu buka.. Lucu
3;"Aplikasi yang sangat membantu...tapi Akhir"" ini sering bnget minta update.dan kalo gk di-update gk bisa kebuka...kecewa"
3;Hadex ko bentar2 versi terbaru terus baru juga versi terbaru 🙈,,,, kurang sukanya selalu harus upgrade dan itu cepet bgt jdi tambah berat aplikasinya
1;Padahal bagus nih apps .. tapi kenapa pas buka Tix.id malah ada tulisan mohon di update di playstore tapi pas di klik malah playstore gx ada update dan saya uninstal dan download ulang pun tetep sama? Tolong dong penjelasanya admin ?
4;Saya harap sekali jika error nya tidak setiap hari, Kalo perlu tiap pagi pembersihan dulu baru memulai server , Agar lebih lancar.
1;Dulu tix.id sangat mmbantu dan banyak promo tiketnya.. Tpi skrg semakin diupdate seharusnya semakin bagus.. Ini malah sebaliknya.. Saya sangat kecewa.. :(
2;Promo untuk Beli 1 gratis 1 selalu habis.. Sedangkan promo tersebut baru mulai jam 10pagi, dan saya buka jam 10.05 sudah ada keterangan promo habis.. Tolong diperbaiki lagi..
1;saat pesan kok tidak kepotong voucher padahal transaksi 40rb pas . jadi voucher hangus dan tdk di pakai . sempat email dan telfon disuruh tunggu balasan 7 hari maksimal. setelah 10 hari tdk ada respon kembali !!!
1;Transaksi yang berhasil sering di refund.. terakhir yg di alami 40 menit film mau tayang.. print tiket tidak bisa. Dikrnakan tiket/film tidak tayang tetapi tiket tidak di refund dengan segera. Sangat sangat mengecewakan. Rugi waktu rugi biaya.
5;Makasih tix ID , berkat apps ini gua kaga antri lagi di mall., tinggal buka apps bisa pilih film dan jadwal main nya.. Terus di tingkat nya yah admin apps nya biar bisa booking jauh2 hari.. Trimss salam dari samarinda
3;"awalnya seneng sama tixid krn bnyk promo dan gampang pesen tiket. Tp skrg kurang ngenakin mau pesen gagal terus sampe berkali""."
5;Alhamdulillah semenjak ada tix.id nonton jd gak ribet ,gak perlu antri beli tiket , dan bnyk promo nya ,,, saya selalu mendapatkan promo buy 1 get 1 kan jd hemat guys hehehe
1;Ganti bintang. Karena performa menurun... kalau takut rugi ... ga usah bikin promo buy1 get 1. Kita itu ada promo syukur.. ga ada promo kita juga beli kok... karena tujuan utamanya mempermudah pembelian tiket...
1;Gak usah ada promo buy 1 get 1 dihari rabu kalo gak niat dan hanya memberikan kuota promosi sedikit. Ditambah proses Dana yang membuat lebih ribet dan lambat proses pengembalian pembayaran yang gagal.
2;Ketika mau buka aplikasi, sering di suruh update. Padahal bru 2 minggu yang lalu update.. promo buy 1 get 1 juga cpat x habis promonya... Gak jelas
2;Aplikasi nya php. Kalau mau ngasi buy get 1 jangan nanggung2 , ini masa setengah jam udah habis. Kadang mau mesan juga error aplikasinya. Tolong diperbaiki lagi acara buy 1 get 1 nya
1;Setiap mau buka aplikasi selalu suruh updet kenapa sih tik trus kalau mau ambil promo buy 1 get 1 kok selalau gak bisa jadi sedih deh
1;Dulu Tik id bagus bgt.gampang sekarang banyak PHP nya,aplikasi gak berguna sama sekali,mendingan di uninstal .yg belum download jangan download udah banyak yg kecewa
5;bagus banget nyesel kalau yang ga download. Tapi satu nih yang ngeselin kalau suda waktunya untuk update pasti langsung ga bisa buka app nya deh, maksa banget buat nyuru update ke versi baru, coba di kasi pilihan mau di update atau nda.
3;System lebih banyak di perbaiki ya, skrg udah lumayan kalau bisa lebih bagus lagi, soal y pas ad promo sering ngehang, aq beli di refund trus, beli pake dana pun di refund,
5;Seneng banged pakai tix id sering banyak promo buy 1 get1freenya. Cm skr cepet banged kuotanya abiznya ga kaya dulu lebih banyak ya. Jd nonton lebih hemat pakai tix id. Secara sy hobi nonton. Ok banged..
4;Aplikasinya tambah kesini semakin ruwet . Suka maintenance . Uda gitu transaksi gantung. Tiba2 dapat sms transaksi gagal tapi saldo enggak kembali 😑
2;Sudah bagus aplikasinya. Seharusnya biaya dikenakan per transaksi dan bukan per tiket. 2.500 per tiket adalah biaya yg terlalu tinggi
1;Aneh. Saya tidak pernah refund tiket. Tapi tiba tiba tiket saya refund. Saya sudah beli jam 10 pagi. Tapi di refund jam 6 malam kan lucu. Aneh
1;semakin tidak jelas aplikasinya katanya ada promo malah gak bisa dan ketika beli tiket tanpa promo malah gagal terus menerus sampai di refund terus dan butuh waktu lama ketika refund gagal.
1;Woi ,,,, transaksi tix dana di refund tapi kok vocernya ilang , punya kode vocer di akun satu lagi tapi nggak bisa buat motong transaksi ,,,,, hati ini pelayanan aplikasi tix parah banget .!!!!!!! Tolong diperbaiki .!!!!!
